,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj(groupA).78,0.393303638791,0.0239491727434,0.348029923447,0.37642797049,0.392639089101,0.409143730947,0.442350054708,0.000396446685989
a_subj(groupA).79,2.44746825951,0.171630788802,2.13502597234,2.32463781379,2.44186873492,2.56208169766,2.80114762567,0.00289143633867
a_subj(groupA).80,2.77829977558,0.199488004757,2.40213251803,2.64098197013,2.77260418704,2.9122895512,3.17588230583,0.00320759228724
a_subj(groupA).81,1.81830801388,0.121233439537,1.59221387576,1.73535402897,1.8127332204,1.89396231955,2.07547946508,0.00175546642347
a_subj(groupA).82,1.02436010027,0.0629575430017,0.905641976513,0.980330792617,1.02218492361,1.06509913182,1.15473461575,0.00093991725236
a_subj(groupA).83,1.90668369861,0.116406856601,1.6883080967,1.82540152002,1.90217922494,1.98464205892,2.14066459599,0.00167795982658
a_subj(groupA).84,0.890701402512,0.0553106226487,0.789048031482,0.852572586284,0.887947934168,0.926237892372,1.00857642355,0.000790951296809
a_subj(groupA).85,3.43616257985,0.249863010821,2.95735158868,3.26316050659,3.43483411166,3.60775312946,3.92567115485,0.00359073496751
a_subj(groupA).86,1.38264534778,0.0862066500297,1.21928173108,1.32220994483,1.38279096826,1.43977869914,1.5577743143,0.0011509843726
a_subj(groupA).87,1.69171377333,0.107321417663,1.49531360624,1.61689026461,1.68721160934,1.76502813894,1.90793682764,0.00154637146465
a_subj(groupA).88,1.87368955341,0.120242263525,1.65000085727,1.78942684286,1.87008680557,1.95375155188,2.12582710877,0.00136879463733
a_subj(groupA).89,1.55418402848,0.107095978885,1.35508638042,1.47969697977,1.54959358113,1.62481882005,1.77430772544,0.00162414955565
a_subj(groupA).90,2.09369438593,0.14216383358,1.82269323412,1.99736037196,2.08762638291,2.18596289394,2.38871643996,0.00195001668762
a_subj(groupA).91,3.22586165064,0.230560171228,2.7941987783,3.06709554646,3.21780152678,3.37868800074,3.70161856979,0.00357040174012
a_subj(groupA).92,1.48115972483,0.0910378296515,1.31228061848,1.41727644956,1.47857981791,1.54192734307,1.66591584405,0.00135186258296
a_subj(groupA).93,0.46909872633,0.0306067195035,0.412995288787,0.448430130723,0.467829379408,0.489549441174,0.530794455261,0.000434859159525
a_subj(groupA).94,3.12699057438,0.225801085309,2.70411231313,2.96878920181,3.12035168821,3.28272723624,3.58435044568,0.00352178052243
a_subj(groupA).95,3.05928894817,0.226086663211,2.63072042542,2.9053716155,3.05656706698,3.20585759745,3.51992519998,0.00364400056415
a_subj(groupA).96,1.97271196909,0.125159801839,1.74140900188,1.88706654183,1.96769181512,2.05502262514,2.23193315762,0.00180521900798
a_subj(groupA).97,0.136014886946,0.00897374388114,0.120012925508,0.12976752721,0.135500045417,0.141812115566,0.154459251011,0.00019393214108
a_subj(groupA).98,3.14196940343,0.220842989925,2.72038253206,2.99127284046,3.13229961975,3.28848633652,3.58224016626,0.00373251373216
a_subj(groupA).99,1.37780736192,0.0817021435889,1.2235932221,1.32169452488,1.37557393551,1.43107191076,1.5450322465,0.00121346644377
a_subj(groupA).100,1.67674712224,0.121062215578,1.45652973566,1.59367013485,1.66916258185,1.75518299789,1.9326350614,0.00207892968652
a_subj(groupA).101,1.35267527496,0.0777068427962,1.20902045341,1.29850829123,1.35125579321,1.40488329966,1.50959891267,0.0011789676695
a_subj(groupA).102,1.20157504234,0.0774244526645,1.05925563224,1.14784371388,1.19947770702,1.25316265397,1.35542826987,0.00107984974453
a_subj(groupA).103,2.28664278456,0.14616666114,2.01355490704,2.18536504328,2.28198416582,2.38187717613,2.58683812931,0.00206575453125
a_subj(groupA).104,2.82262406158,0.182602397641,2.48135243485,2.69416948098,2.81573669782,2.94184544303,3.20262470079,0.00271698977461
a_subj(groupA).105,1.39228286637,0.084248925832,1.23425204581,1.33369835355,1.38869640699,1.44751168134,1.56660520505,0.00120907277179
a_subj(groupA).106,1.60234500837,0.103757237382,1.40707967162,1.52929966287,1.59945827548,1.67125849346,1.81504114757,0.00169616336503
a_subj(groupA).107,1.29631922527,0.0782362834146,1.15001071634,1.24196240258,1.29459298688,1.34878476862,1.45292906734,0.00122385389505
a_subj(groupA).108,2.12672073683,0.136798488344,1.87695932991,2.03384359669,2.12208440435,2.21130708234,2.41612149968,0.00192401427882
a_subj(groupA).109,1.11423352552,0.0667828407902,0.988743482834,1.06787718852,1.11332018181,1.1579101677,1.2510944755,0.00103467209576
a_subj(groupA).110,3.26910895377,0.222184766829,2.85096435454,3.1149485046,3.26413762306,3.41550292627,3.71932195826,0.00348411130029
a_subj(groupA).111,2.55538179564,0.169584635327,2.23606183208,2.43598045745,2.55169756632,2.66365501078,2.89142349864,0.00264338890052
